character,degree_centrality,strength,eigenvector
WHIPLASH II/,0.011492467774499146,160,0.0006330407828320358
GRIFFIN II/JOHNNY HO,0.01289020034166796,159,0.001910763791449074
"BROMWELL, DR.",0.008852306258735829,159,0.0015454966150521144
HOBGOBLIN,0.014287932908836776,159,0.0014957694569337574
TRUTH,0.0133561111973909,158,0.0007950546952113902
CHARM,0.0133561111973909,158,0.0007950546952113902
HERMES [GREEK GOD],0.011337164155924834,158,0.001526980192763086
SWORDSMAN II/COTATI,0.011026556918776208,158,0.003081347138705728
BEAUTY,0.0133561111973909,158,0.0007950546952113902
IN-BETWEENER,0.014443236527411089,157,0.0017297233279811464
BLIZZARD II/DONALD G,0.01009473520733033,157,0.0013032162451754386
HULK III/BRUCE BANNE,0.0072992700729927005,157,0.005766840523738087
GAFF/SIDNEY E. LEVIN,0.010405342444478957,157,0.0016050378253741778
MROTH,0.007609877310141327,157,0.0007700849349262909
SHALLA BAL II,0.008075788165864265,157,0.001747155388185084
MARVEL GIRL II/VALER,0.010715949681627581,157,0.003788846901399333
PYLLAR,0.007609877310141327,157,0.0007700849349262911
STROBE/,0.012113682248796397,157,0.0008918224648641522
MINERVA [KREE],0.011803075011647771,157,0.002495291935633172
SATAN/MARDU KURIOS,0.00838639540301289,157,0.0008125611674579967
HATE,0.00838639540301289,156,0.0017395127493955653
"JONES, HUGH",0.010715949681627581,156,0.0028589472212476657
HERA/AUGUSTINE JONES,0.012734896723093648,156,0.002066597721643205
VINDICATOR II DOPPEL,0.0133561111973909,156,0.002610267822289453
"SHERIDAN, RICHARD RI",0.011026556918776208,156,0.0007271036316584235
BLOOD BROTHERS,0.016462183568877155,156,0.0024494721048450934
LOVE,0.00838639540301289,156,0.0017395127493955653
"MOWAT, FARLEY",0.014598540145985401,155,0.002505083950302429
STILETTO,0.012113682248796397,155,0.0007109605184982921
DOLLAR BILL,0.009162913495884455,155,0.0014800497290722349
"PEARSON, MARCY",0.00838639540301289,155,0.0020605478462024933
CARINA/CARINA WALTER,0.006367448361546824,155,0.004485434330602672
"O'BREEN, GLORIANNA",0.006056841124398199,155,0.0009211189572212947
MAVERICK/CHRISTOPHER,0.008075788165864265,155,0.001130398969989047
PLUNDERER/LORD EDGAR,0.008075788165864265,154,0.0007990008295215359
YAP,0.009939431588756018,154,0.001335242666890727
"JOYCE, SAMANTHA",0.008697002640161516,154,0.0014584999010375489
GATECRASHER,0.009939431588756018,154,0.0013352426668907273
"JACKSON, CURTISS",0.010715949681627581,154,0.0011082282935938209
ZELDA,0.012579593104519336,153,0.0026843169095322715
CALEDONIA/ALISANDE S,0.01118186053735052,153,0.003323063880802718
"CORD, JANICE",0.014287932908836776,153,0.0020370490613015758
WHITE WOLF/HUNTER,0.007765180928715639,153,0.0013974512779713136
"RIDER, GLORIA",0.009628824351607392,153,0.0005402763851234892
"ST. CROIX, NICOLE",0.006833359217269763,152,0.00022508771227568058
BLACK TARANTULA II/C,0.009318217114458767,152,0.000682856454479342
"GREY, JEAN | MUTANT",0.011803075011647771,152,0.00016394626447784242
KILLRAVEN/JONATHAN R,0.005435626650100948,152,0.000624169331093766
CALCULUS/JAHAHAREL P,0.008852306258735829,152,0.000771954958893464
CHAMPION/TRYCO SLATT,0.009784127970181706,152,0.002058497984346392
"SUN, LIN",0.006522751980121137,152,0.0002373619216921502
"CONNORS, BILLY",0.00838639540301289,152,0.0013671371146074217
"ST. CROIX, CLAUDETTE",0.006833359217269763,152,0.00022508771227568058
NURO,0.013511414815965211,151,0.0021460930629537897
R'TEE,0.013511414815965211,151,0.0021460930629537897
JAILBAIT/JESS,0.01009473520733033,151,0.0011298019050443842
SPUNJE,0.013511414815965211,151,0.0021460930629537897
BIG BERTHA/ASHLEY CR,0.009007609877310141,151,0.0019296039632385777
"MARTIN, ASHLEY",0.007454573691567014,151,0.0022985707074907576
OCCULT,0.012579593104519336,151,0.001191344709552773
STUNT-MASTER/GEORGE,0.011803075011647771,150,0.0020039571763052965
WOZ/DEWOZ,0.004814412175803696,150,0.0007094208147520035
ARCHAEOPTERYX/TONAJA,0.004814412175803696,150,0.0007094208147520036
"BALDWIN, JUSTIN",0.01226898586737071,150,0.0012710366145314022
"FROST, ADRIENNE",0.006212144742972511,150,0.00027105539960052625
HAYWIRE/,0.009318217114458767,150,0.0013419699121996554
QUASAR DOPPELGANGER,0.017549308898897345,150,0.0021034817983537095
MODRED THE MYSTIC,0.01506445100170834,150,0.002127512595425118
"SLOAN, DR.",0.008541699021587202,150,0.0009127932925757125
NIGHTSIDE,0.012424289485945022,149,0.001168813777357342
CHONDU,0.011492467774499146,149,0.0009141900799110754
TEFRAL,0.016617487187451468,149,0.001898973204349412
SCARLET CENTURION,0.00947352073303308,149,0.0031175332112731665
"TORK, SGT.",0.01009473520733033,149,0.0009939530889548276
M'SHULLA,0.0052803230315266346,149,0.0006222752412433582
"HALE, JONAS",0.011803075011647771,149,0.0010397769139942146
SILVER SCORPION/ELIS,0.008231091784438578,149,0.00044177786779872944
BLACK KNIGHT/SIR PER,0.012579593104519336,149,0.0022620404221002986
"LANDERS, GENA",0.005125019412952322,148,0.0005671247845918788
PHOBIUS,0.013666718434539525,148,0.0011376904529333757
HOLOCAUST,0.01226898586737071,148,0.001456566298649277
"SLOAN, FRED",0.007920484547289951,148,0.0012555787843389055
KRAVEN THE HUNTER II,0.011337164155924834,148,0.001336804255236656
JOYSTICK/JANICE,0.01568566547600559,148,0.00043624051654985526
3-D MAN/CHARLES CHAN,0.01894704146606616,148,0.001990065174930346
"CARLISLE, PHILLIP",0.006833359217269763,148,0.0005020211659695748
"FLORES, JAMIE",0.010871253300201895,148,0.0025162265950779993
MORGAN,0.01118186053735052,148,0.0014568920033114514
"SMYTHE, ALISTAIR ALP",0.007765180928715639,148,0.000663959137445653
POLARIS | MUTANT X-V,0.01226898586737071,148,8.449684295673284e-05
"ST. LAWRENCE, COL. C",0.009162913495884455,147,0.0016979839267662058
NEMESIS,0.005435626650100948,147,0.0005260523264864155
SHATTERAX,0.010405342444478957,147,0.0018131622105075768
FRIDAY,0.009162913495884455,147,0.0010628045603069776
"JAYE-FIRESTONE, GING",0.00838639540301289,147,0.0009200709375975058
HAROKIN [ASGARDIAN],0.006988662835844075,147,0.0016190816015130098
NOVA DOPPELGANGER II,0.014287932908836776,147,0.002504422555089952
SCRIER II/,0.00667805559869545,147,0.0007504385131115812
"RAYMOND, ANN",0.010871253300201895,147,0.0029653647062834803
FANTASMA,0.00667805559869545,147,0.001511443533682041
PINK PEARL/,0.008852306258735829,147,0.0004488863411561877
MR. JUSTICE/TIMOTHY,0.011337164155924834,146,0.0006262386449234758
BRUTO THE STRONGMAN/,0.011492467774499146,146,0.0011744473138199307
MYSTERIA/,0.006833359217269763,146,0.0005293502183133739
AEGIS/TREY ROLLINS,0.010250038825904645,146,0.0006844490055152073
ICE PRINCESS/,0.006833359217269763,146,0.0005293502183133739
"BEACH, SPIDER",0.013822022053113838,146,0.0020403551036079293
IRON MAIDEN/,0.006833359217269763,146,0.0005293502183133739
TARBABY,0.008541699021587202,146,0.0010609754885648123
TICKTOCK,0.007609877310141327,146,0.0013961863076676774
RUBY,0.011647771393073459,146,0.0011620806181479543
ATLAS,0.011492467774499146,146,0.001948798193447344
GARDENER/ORD ZYONYZ,0.008852306258735829,146,0.0009968158595632644
WRANGLER/,0.006833359217269763,146,0.0005293502183133739
APE MAN/GORDON MONK,0.010715949681627581,145,0.002060755843887094
SCARECROW/EBENEZER L,0.015219754620282654,145,0.001862840657248393
LEFT HAND/DIEGO CASS,0.006212144742972511,145,0.0009107173959082883
"HARKER, QUINCY",0.0020189470414660664,145,6.165919273547778e-05
"FARREL, MIKE",0.010715949681627581,145,0.0019782617644166166
PERUN,0.006367448361546824,145,0.001234499599370095
"STARK, MORGAN",0.01226898586737071,145,0.0017976904353168924
GOSAMYR,0.00559093026867526,145,0.0006309768029879776
MATHEMANIC/THOMAS SO,0.007454573691567014,145,0.0008429520881801892
ATHENA [GREEK GOD],0.010560646063053269,144,0.0013745877876674213
ESON [CELESTIAL],0.01506445100170834,144,0.001356423338015793
TINKERER,0.01723870166174872,144,0.0008494205051757955
ELSIE DEE,0.008697002640161516,144,0.0011667966100504757
"STALYENKO, COL. YURI",0.0052803230315266346,144,0.0007854024030196414
ALBERT,0.008697002640161516,144,0.0011667966100504757
ARIES II/GROVER RAYM,0.010250038825904645,144,0.0014487886014380488
"BEACH, GINGER",0.013822022053113838,144,0.00204244938657658
DORREK [SKRULL],0.009939431588756018,143,0.0031344834209082644
MOTHER SUPERIOR,0.006522751980121137,143,0.0017025715017746767
GUNTHAR II,0.008231091784438578,143,0.003010663313803736
IRON CROSS/HELMUT GR,0.009318217114458767,143,0.0005846604977691157
SHE-HULK DOPPELGANGE,0.016306879950302843,143,0.0019256974758207733
"RITTER, DONALD",0.011337164155924834,143,0.000533451767591748
TYRAK,0.007920484547289951,143,0.0021832613638639426
"RITTER, DEBORAH",0.011337164155924834,143,0.000533451767591748
GREEN GOBLIN IV/PHIL,0.011958378630222085,143,0.0007276067941054975
"MAJOWSKI, SAM MOTHER",0.009628824351607392,143,0.0006933500759679468
BLOODLUST,0.009007609877310141,143,0.0005866595565660414
"AVRIL, SALLY",0.0052803230315266346,143,0.0012951310081979687
"CARRADINE, JESSICA J",0.006522751980121137,142,0.0007956640975783436
COURIER/JACOB GAVIN,0.009162913495884455,142,0.00033606534257174975
"TANAKA, OPAL",0.009007609877310141,142,0.0018819269549732918
TATTERDEMALION/,0.006988662835844075,142,0.001417009435860008
BATTLEAXE/,0.009162913495884455,142,0.00045267256056945917
"DARE, KATHLEEN",0.006988662835844075,142,0.0017922501066235104
OLD SKULL,0.0045038049386550705,142,0.0005786986256184298
HESCAMAR/MARNOT [ASG,0.007920484547289951,141,0.0013151267186046164
QUAGMIRE,0.00838639540301289,141,0.00022598730679510335
DOPPELGANGER,0.017083398043174405,141,0.001330151664923162
"KING, HANNIBAL/HENRY",0.00947352073303308,141,0.0004288216198548776
"JONES, TAMMY ANNE",0.008075788165864265,140,0.0005348222674213853
"JONES, DANIEL DANNY",0.008075788165864265,140,0.0005348222674213853
GREMLIN/,0.01118186053735052,140,0.001800322858942028
DRACULA | MUTANT X-V,0.012734896723093648,140,0.00012251540934507248
"COOPER, ROGER CAPS",0.0072992700729927005,140,0.0005315866694383395
OWL/LELAND OWLSLEY,0.010405342444478957,140,0.0011723423325988396
"JONES, LORRAINE LORR",0.008075788165864265,140,0.0005348222674213853
RUNNER,0.009939431588756018,139,0.0009364077498394954
"STANE, OBADIAH",0.006522751980121137,139,0.0020313999600388025
ULTIMUS,0.011337164155924834,139,0.001728369120444022
FORTUNATO,0.010405342444478957,139,0.0006885173175601244
FONTANELLE/GLORIA DA,0.009007609877310141,139,0.0003472918597193484
"FROST, CARMILLA",0.004348501320080758,138,0.0005783828965962824
WARRIOR WOMAN/JULIA,0.007143966454418388,138,0.0013218506078987718
"STACY, GWEN (CLONE)",0.008852306258735829,138,0.0009527108105238944
LEIR,0.008541699021587202,138,0.0008906691030307108
NOBILUS,0.008697002640161516,137,0.0007335350656673805
VALKIN,0.0133561111973909,137,0.000654479938097731
"RICHARDS, FRANKLIN 2",0.013666718434539525,137,0.001835724462655294
MADAME WEB/CASSANDRA,0.007454573691567014,137,0.0007555217270253129
"AUTHIER, TRACY TRACE",0.005125019412952322,137,0.00018920827917943826
CHESBRO,0.007609877310141327,137,0.0006033577228162271
MOLTEN MAN/MARK RAXT,0.008075788165864265,137,0.0010359608013508618
TRITON DOPPELGANGER,0.018170523373194594,136,0.0016532913147688775
WIZ KID/TAKESHI MATS,0.009628824351607392,136,0.0008296170495380351
FIN FANG FOOM/MIDGAR,0.009628824351607392,136,0.0015596978788668381
NEBULON,0.007765180928715639,136,0.0014028364732046868
SAT-YR-9,0.0052803230315266346,136,0.0007353882624973312
SATANNISH,0.00947352073303308,136,0.0012644342434433393
"DOLAN, STACY",0.007454573691567014,135,0.0002556173280173144
KRISTA,0.0045038049386550705,135,0.0016273694521633268
"SHINSKI, PROFESSOR W",0.010560646063053269,135,0.0023246530407227063
"TEMPLE, CLAIRE",0.007143966454418388,135,0.00029111718761245603
ZEFRA,0.006522751980121137,135,0.0007861880104954815
SPHINX II,0.007609877310141327,135,0.0004546224700528425
MANTIS (SPACE PHANTO,0.0059015375058238855,134,0.002842868861512815
KNOCKOUT,0.008697002640161516,134,0.0004448396937168344
HELIO,0.013511414815965211,134,0.0011021653528400122
MINDBLAST,0.008697002640161516,134,0.0004448396937168344
"MORGAN, JERROLD JERR",0.009628824351607392,134,0.0008869581106025632
"RORY, RICHARD",0.008231091784438578,134,0.001093335067991345
HARNESS/ERIKA BENSON,0.009939431588756018,134,0.0010284234748934534
"MARTINELLI, VINCENT",0.008697002640161516,134,0.0019941074289456418
"NAGAN, DR. ARTHUR",0.009628824351607392,134,0.0008869581106025632
"CHANEY, AMANDA",0.006833359217269763,134,0.0022303195738168154
PIECEMEAL/GILBERT BE,0.009939431588756018,134,0.0010284234748934534
NIGHTCRAWLER | MUTAN,0.011026556918776208,133,7.201501089774817e-05
SCORPIO/JAKE FURY,0.007920484547289951,133,0.0015024822162042779
ONEG,0.015219754620282654,133,0.0016102691151876063
"FORTUNATO, GIACOMO J",0.009628824351607392,133,0.0006305872301062491
"KINCAID, JIMMY",0.0072992700729927005,133,0.000764275521525449
CANCER/JACK KLEVENO,0.006522751980121137,133,0.001626105582859835
MIDNIGHT'S FIRE/,0.006988662835844075,133,0.0006723906339777703
VIRGO/ELAINE MCLAUGH,0.006522751980121137,133,0.001626105582859835
"SHINCHUKO, LOTUS",0.006056841124398199,133,0.00022679137929387802
"LOCKE, DR. CASSANDRA",0.010871253300201895,133,0.0005797525194322461
SPOOR/ANDREW HAMISH,0.00947352073303308,133,0.0010751068490394004
"O'NEILL, DET. BRADY",0.006522751980121137,133,0.0009444612476225011
MIDNIGHT III/JEFFREY,0.005125019412952322,133,0.0006619378865064162
METEORITE III/VALERI,0.007143966454418388,132,0.000789035651275481
KORATH THE PURSUER,0.00947352073303308,132,0.0016655554605963965
SMUGGLER II/CONRAD J,0.007143966454418388,132,0.000789035651275481
DELPHI,0.00947352073303308,132,0.000928450557970659
LOOTER/NORTON G. FES,0.010715949681627581,132,0.0007532804648994729
"SWANN, DR. EVAN",0.011492467774499146,132,0.0010717839026067571
THRENODY,0.011803075011647771,132,0.0010939224440351775
NEEDLE,0.006056841124398199,131,0.0013753052208337786
MAGNUS,0.007920484547289951,131,0.001571567899464955
BUSHWACKER/CARL,0.01009473520733033,131,0.0008162112621839584
SPACE PHANTOM,0.009784127970181706,131,0.0030494790123802343
CYNAS,0.00667805559869545,130,0.0012833048066702058
LUMINOR,0.006833359217269763,130,0.0007176556452298935
"LOCKLIN, GENERAL MER",0.009318217114458767,130,0.0014592483445343685
APOLLO [GREEK GOD],0.010560646063053269,130,0.0015068024999127505
TARGON,0.00667805559869545,130,0.0012833048066702058
SNAPDRAGON/SHEOKE SA,0.006833359217269763,130,0.000397946046615816
STEEL WIND,0.008075788165864265,130,0.00032643559199015565
MELLENCAMP,0.008541699021587202,129,0.0012990269900337462
VINDALOO/,0.008541699021587202,129,0.0012990269900337462
GLABOO,0.007765180928715639,129,0.0011783498484162968
"ATOR, GENERAL",0.007765180928715639,129,0.0011783498484162968
FATALE/PAMELA GREENW,0.008852306258735829,129,0.0008384450787048628
"ALEXANDER, CALEB",0.008231091784438578,129,0.0010253738833241228
SOLO/,0.01118186053735052,129,0.0013866866674797312
ROOTAR,0.007765180928715639,129,0.0011783498484162968
MARGOYLE,0.007765180928715639,129,0.0011783498484162968
PULSSUS,0.007765180928715639,129,0.0011783498484162968
EELAK,0.007765180928715639,129,0.0011783498484162968
LODESTONE/ANDREA,0.012424289485945022,129,0.00034117408776023503
NEOPHYTE/,0.008541699021587202,129,0.0012990269900337462
KATH,0.008541699021587202,129,0.0012990269900337462
TURK,0.006212144742972511,128,0.0009628381354179717
BYRRAH [ATLANTEAN],0.0072992700729927005,128,0.0009324566973131808
"KOENIG, ERIC",0.009784127970181706,128,0.0019725819227695905
"CICERO, CAESAR BIG C",0.009939431588756018,128,0.0008539926573323982
"JOSHUA, DR. SEGISMUN",0.00838639540301289,128,0.0002874092177619872
ADMIRAL PROTOCOL/,0.006988662835844075,128,0.000300846695750311
ZCANN,0.013045503960242275,128,0.001550532399691235
SLUG/ULYSSES X. LUGM,0.007609877310141327,127,0.00039223852770508183
"ACHEBE, REVEREND DOC",0.007143966454418388,127,0.0012688932375155557
MICROMAX/SCOTT WRIGH,0.009318217114458767,127,0.0004915673797903355
YRDISIS,0.007920484547289951,127,0.0005691972715644221
MR. NACHT,0.006367448361546824,127,0.0005560986776378216
SPROCKET,0.008852306258735829,127,0.00032841160672369675
"GRIFFITH, D.W.",0.013822022053113838,127,0.0008515948624847033
"MEACHUM, WARD",0.006833359217269763,127,0.0002709855153501679
"BYRD, SEN. HARRINGTO",0.007609877310141327,127,0.0018717702183305442
SHOOTING STAR,0.01506445100170834,127,0.0019017754454501148
OVERRIDE/DR. GREGORY,0.009784127970181706,126,0.0005864028193912162
MODAM,0.0133561111973909,126,0.0010964466754832284
PROTEUS II,0.008697002640161516,126,0.001550730470266057
SENYAKA,0.010250038825904645,126,0.0008560396852767553
SAPPHIRAS,0.00667805559869545,125,0.001013351466264679
KREDDICK,0.013045503960242275,125,0.001883755767590225
"ASTROVIK, NORMA",0.00947352073303308,125,0.0011010981239134943
TOLLIVER,0.00838639540301289,125,0.0002705443407611955
FURGAR,0.00667805559869545,125,0.001013351466264679
"STARR, TRIXIE TRISH",0.008852306258735829,125,0.0014219688315911328
DAYDREAMER/CATHERINE,0.00667805559869545,125,0.00013202112645365588
STRONG GUY DOPPELGAN,0.015530361857431278,125,0.0015896739656275755
"MORLAK, MARIS",0.011647771393073459,125,0.002221527314329311
FAYRELYTE STRONGHEAR,0.013045503960242275,125,0.0018837557675902249
"TODD, FISHER",0.0059015375058238855,125,0.0017996268047550394
"MORRELL, SABRINA",0.011026556918776208,124,0.0012732108171141937
NEREEL,0.00947352073303308,124,0.0012460569947161306
PROJECTOR/,0.011026556918776208,124,0.0005745802525738226
"MARRERO, ED",0.007454573691567014,124,0.0005764097515268896
"SCRATCH, NICHOLAS",0.00838639540301289,124,0.002216187284123501
"KETCH, DORIS AUDRA",0.006212144742972511,124,0.00017172218137550714
AHURA,0.00838639540301289,124,0.0014594433601589157
FEROCIA/,0.008697002640161516,124,0.0007619809272793216
BARON BLOOD/JOHN FAL,0.011026556918776208,123,0.0014767615498757275
ASHEMA [CELESTIAL],0.009007609877310141,123,0.002903484726703516
"KALE, JENNIFER",0.010405342444478957,123,0.00030465665113311194
RAMPAGE/STUART CLARK,0.007609877310141327,123,0.0015531367907741448
FOXFIRE/OLIVIA UNDER,0.003571983227209194,122,7.841647819782149e-05
NAZE,0.009318217114458767,122,0.000857827069983772
STINGER III/,0.012113682248796397,122,0.001203736978737505
DIRT NAP,0.007143966454418388,122,0.00029728688378450203
GENTRY,0.005746233887249573,121,0.00023406667476037063
PISCES/NOAH PERRICON,0.006367448361546824,121,0.0013870012008943436
MASTER MENACE/DR. EM,0.005125019412952322,121,0.00012485713233227976
ROGUE | MUTANT X-VER,0.010715949681627581,121,7.080813591340143e-05
PRETTY PERSUASIONS/H,0.006212144742972511,121,0.0005695455593055698
"SWITZLER, BEVERLY",0.007765180928715639,121,0.0003835285662400289
LEO/DANIEL RADFORD,0.006367448361546824,121,0.0013870012008943436
CARNIVORE/COUNT ANDR,0.006988662835844075,121,0.0020241685787112714
"MAGRUDER, ALLIE",0.01397732567168815,121,0.001779891560140369
LIVING MUMMY,0.01832582699176891,120,0.0015986280043079563
RIPTIDE,0.010560646063053269,120,0.0007843544028108147
SUGAR MAN,0.011337164155924834,120,0.001156762840543764
MOONDRAGON DOPPELGAN,0.01226898586737071,120,0.00208703913003964
"CORD, EDWIN",0.010871253300201895,120,0.0009846799460254039
MOONSTALKER/KIANA,0.00667805559869545,120,0.0001315509266404231
"DAMIAN, DR. DANIEL",0.009628824351607392,120,0.0005096682470318273
MERLIN,0.010250038825904645,120,0.0009593688453916565
CADUCEUS,0.00667805559869545,120,0.0001315509266404231
HIGHNOTE/RAOUL HERNA,0.00667805559869545,120,0.0001315509266404231
BISON/BILLY KITSON,0.012579593104519336,120,0.0004115134446365839
"KRAMER, KENNY",0.008075788165864265,120,0.0012262919052619219
WARTON/WARBECK,0.006988662835844075,119,0.0005639104548699224
STORM DOPPELGANGER I,0.011492467774499146,119,0.0019703143349814978
OXBOW/,0.009939431588756018,119,0.0005567876169201291
BLACK CROW/JESSE BLA,0.012424289485945022,119,0.00157585941678217
TEMPO,0.009628824351607392,119,0.0006577618398971102
DOMINA,0.010560646063053269,119,0.0008924360935075078
MARTHA,0.008075788165864265,119,0.0008109313824994585
BELLAM,0.006056841124398199,119,0.000732663097246
RAMBO,0.00947352073303308,119,0.0004915841628652532
"SUEE, FAH LO",0.0017083398043174407,119,2.133875345274595e-05
KAMIKAZE,0.00838639540301289,119,0.0005818972865093035
RED RAVEN,0.007765180928715639,119,0.0012093663346846033
"MONGRAIN, ALISON",0.009007609877310141,118,0.0005903008538850603
"RUSSELL, LISSA",0.004193197701506445,118,0.00023159869862961267
AQUARIUS/DARREN BENT,0.006367448361546824,118,0.0013790556780320213
"KIRBY, JACK",0.014909147383134027,118,0.0016837261786845192
MOONSTONE/LLOYD BLOC,0.011026556918776208,118,0.0018915326789419203
4-D MAN/MERCURIO,0.01118186053735052,118,0.0009303695365215826
BRAIN DRAIN/WERNER S,0.010405342444478957,118,0.0010358908048381374
GREEN GOBLIN V/,0.007454573691567014,118,0.0007411293221234233
"DELPHIS, SIR",0.008852306258735829,118,0.0003989029443622908
VARUA/MIRA,0.00667805559869545,118,0.00013181313760369032
SISTER PLEASURE/SCAR,0.00559093026867526,118,0.0014984168850838266
POWERSURGE/ILLARION,0.01289020034166796,117,0.0015613989499354696
CAT III/SHEN KUEI,0.006056841124398199,117,0.00028637303279728076
RANDOM II/MARSHALL E,0.009318217114458767,117,0.0005296479050916681
LEAP-FROG/VINCENT PA,0.011958378630222085,117,0.0009765293882149473
DRAGONESS,0.008541699021587202,117,0.0009243735811811884
"DRAKE, WILLIAM ROBER",0.007765180928715639,117,0.0016700368845600077
"MAXIMOFF, DJANGO",0.006522751980121137,117,0.0031990014188581343
"TRASK, DR. BOLIVAR",0.011647771393073459,117,0.0015254614997213534
"D'ANGELO, LIEUTENANT",0.006056841124398199,117,0.0003123514818378213
DESIGNATE/TARENE,0.006522751980121137,117,0.0008586924004833509
W'KABI,0.009318217114458767,117,0.0007200307032221936
JONIN,0.006522751980121137,117,0.00018332142974806655
CRIPPLER/KARL STRIKL,0.00947352073303308,117,0.000357994777254178
ORPHAN-MAKER/PETER,0.011337164155924834,116,0.0013077021280282445
MADAME MENACE/SUNSET,0.010250038825904645,116,0.0009434991065620445
NANNY II,0.011337164155924834,116,0.0013077021280282445
PENANCE III,0.010715949681627581,116,0.0005603683195403977
"COWEN, BUCK",0.004969715794378009,116,0.0002524542570181432
PURPLE MAN/ZEBEDIAH,0.012424289485945022,116,0.0011257072732285918
"BENTLEY, VICTORIA",0.006833359217269763,116,0.0006963872313312431
SYBYL DORN,0.00559093026867526,115,0.0021710515493150347
THANE ECTOR,0.00559093026867526,115,0.0021710515493150347
MARVEL GIRL DOPPELGA,0.012424289485945022,115,0.002111274193300806
FOOL,0.00559093026867526,115,0.0021710515493150347
"AUTHIER, POLICE CHIE",0.006056841124398199,115,0.00014593993355249736
"WINTHROP, DESIREE",0.007454573691567014,115,0.0006043694006539612
CARDIAC/DR. ELI WIRT,0.011026556918776208,115,0.0008217216862426118
"VAZHIN, ALEXEI MIKHA",0.009939431588756018,115,0.0012933584878522491
"BLAIRE, CARTER",0.008231091784438578,115,0.0023225697440908038
"NORTH, DAKOTA",0.00838639540301289,115,0.0004904166821920752
SCREAM,0.007143966454418388,115,0.0007205857897346505
BLOCKBUSTER III/MICH,0.00947352073303308,114,0.0009852599051656118
DIGGER,0.006212144742972511,114,0.001102372258830644
IMPULSE,0.012113682248796397,114,0.000892414041285513
CHANGELING,0.006988662835844075,114,0.002133803891158682
BLOODSTRIKE/ERIC CON,0.005435626650100948,114,0.0006032251317251563
PROFESSOR POWER/ANTH,0.009007609877310141,114,0.0012122240509958061
BARON BLOOD II/VICTO,0.0059015375058238855,114,0.00044359953484977664
"HOBBS, HARRIS",0.004193197701506445,114,0.0011618475642033368
"MALUS, DR. KARL",0.010250038825904645,114,0.0014754054317759934
PRIMUS,0.009939431588756018,114,0.0008633992590091839
FOOLKILLER II/GREG S,0.010250038825904645,114,0.0005290879040744369
RAMONDA,0.005746233887249573,114,0.0005922428345172693
SHATTERFIST/,0.01289020034166796,114,0.00035050739435581467
MAGUS II,0.009007609877310141,114,0.0009640885130123137
MONGOOSE,0.009628824351607392,114,0.0011605161276027887
"ZEDRAO, GENERAL",0.011492467774499146,113,0.002433870082538918
"TREMONT, JONATHAN",0.008541699021587202,113,0.00218073602093819
SPLICE/CHANDRA KU,0.00667805559869545,113,0.00013148626506813727
MOONRAKER/SLADE TRUM,0.005435626650100948,113,0.002074141320608415
POWERHOUSE/RIEG DAVA,0.00559093026867526,113,0.0007306116018656007
GROK,0.0032613759900605686,113,0.0005760629967129518
DEATHWATCH/STEPHAN L,0.006056841124398199,113,0.00024445086727720915
CORONARY/JIMMY SHARP,0.006212144742972511,113,0.0005267583207578412
IMPULSE II/DWIGHT HU,0.006212144742972511,113,0.0005267583207578411
CAT MAN/HORGAN,0.006522751980121137,112,0.0013059460391084982
VENUS/APHRODITE/VICT,0.009628824351607392,112,0.001399309490256344
"ZOTA, CARLO",0.010560646063053269,112,0.0019755672572789418
"GILBERT, ROXANNE",0.0052803230315266346,112,0.0015405229291015326
TARANTULA/ANTON MIGU,0.0072992700729927005,112,0.0012052738670614064
DR. SPECTRUM II/DR.,0.006212144742972511,112,0.0023235664287370996
THUNDERBIRD/JOHN PRO,0.007765180928715639,112,0.0016207405489137338
"BAZIN, PHILLIPPE",0.006367448361546824,112,0.00041358867738706576
BLIND AL/ALTHEA,0.005746233887249573,112,0.00028346548718343926
MIRACLE MAN,0.011803075011647771,112,0.0019170217909998538
BIRD MAN/HENRY HAWK,0.006522751980121137,112,0.0013059460391084982
"WORTHINGTON, KATHRYN",0.008697002640161516,112,0.0017059951008591308
SPIDER-WOMAN DOPPELG,0.014287932908836776,111,0.0015062844029683174
FANCY DAN,0.008852306258735829,111,0.0007987353650478569
DINU,0.004193197701506445,111,0.00047081375283704796
CUT,0.006988662835844075,111,0.0003218810428809319
"WARD, SEN. STEWART",0.00667805559869545,111,0.001035275474625778
MONTANA,0.008852306258735829,111,0.0007987353650478569
"ROSSI, COL. MICHAEL",0.011647771393073459,111,0.000863698452348644
PIPER,0.011958378630222085,111,0.0017349754426100863
PERRIKUS,0.006988662835844075,111,0.0010855546866920783
LIVEWIRE/RANCE PREST,0.007765180928715639,111,0.0009939403918024757
"STRANG, COL./LT. GAR",0.007454573691567014,111,0.0007600856647568577
NAHREES [INHUMAN],0.004193197701506445,111,0.00047081375283704796
BLACK KNIGHT V DOPPE,0.014287932908836776,111,0.0015062844029683174
"HIGGINS, SAMUEL",0.008852306258735829,111,0.0005768352542563014
SISTER AGONY,0.005435626650100948,110,0.001355787780756446
JINX,0.003727286845783507,110,0.00012995777642961138
FERON,0.006367448361546824,110,0.0006454718769664518
NINA,0.004969715794378009,110,0.0012746635928337932
MAN-SPIDER | MUTANT,0.010560646063053269,110,5.499005133777317e-05
FERRIS,0.0072992700729927005,110,0.0013880004268915548
