character,degree_centrality,strength,eigenvector
ZINGH,0.0024848578971890046,28,0.0001024822263820541
"COFFIN, WARDEN JOHNS",0.001397732567168815,28,7.098522385669579e-05
FLUX/PRIVATE BENNY T,0.001397732567168815,28,0.00015850337250553745
"SMERDILOVISC, VICTOR",0.0024848578971890046,28,0.0001024822263820541
BROOP,0.0032613759900605686,28,9.669110962236318e-05
"DIAMONDE, YVETTE",0.0032613759900605686,28,0.000486855317741033
"VONYA, DR. ANATOLY",0.002329554278614692,28,1.2865755213058177e-05
SABRE/,0.0015530361857431277,28,0.00013342563733649283
PULSAR/PLOR,0.0032613759900605686,28,1.013217011213362e-05
"BENWAY, DR.",0.00279546513433763,28,0.00020701873905265545
"WILLIAMS, MRS.",0.004193197701506445,28,0.0005963266725494556
SCYTHE/,0.0034166796086348814,28,1.0283196780708733e-05
"PRAZNIKI, SYLVIA",0.00279546513433763,28,0.00021216292029633302
TRIAX,0.0017083398043174407,28,0.0002079745546376535
B'ARR,0.0032613759900605686,28,0.000486855317741033
VOLGA BELLE/,0.002329554278614692,28,1.2865755213058177e-05
SIBERION,0.002329554278614692,28,1.2865755213058177e-05
"PURL, DR. NOAH",0.00279546513433763,28,1.9438726982719662e-05
"WILBURN, MYRON",0.0038825904643578196,28,0.0007936736960526441
MINT JULEP,0.0015530361857431277,28,0.00013342563733649283
SILENCE/,0.0015530361857431277,28,6.503917566973194e-06
"BUCKNER, GRANT",0.0031060723714862555,28,0.00014215586678973356
"GOYER, SAUL",0.002329554278614692,28,4.9773767234070187e-05
DEVOURER,0.0034166796086348814,28,8.344896026771984e-05
STEM,0.0032613759900605686,28,0.00048685531774103304
"ROSE, HENRIETTA",0.0020189470414660664,28,0.00018158306799454505
"LANSING, CHERYL",0.0020189470414660664,28,0.00011548389711186698
FAMINE | MUTANT X-VE,0.002329554278614692,28,2.8966584250965167e-05
"LIPTON, LAURA",0.00279546513433763,28,0.0003870466365468477
BROTHER WONDERFUL/DR,0.002174250660040379,28,0.00040708065820808974
HOARFEN,0.00279546513433763,28,9.836574215955823e-05
SCATTERSHOT/NATALIA,0.002329554278614692,28,1.2865755213058177e-05
STRONTIUM-90/,0.0009318217114458767,28,2.686634328406974e-05
"ARMSTRONG, MYRA",0.0031060723714862555,28,0.00035184099978842676
"JACKSON, BRENT",0.003727286845783507,28,0.00020998419820188354
KNIGHT/MALCOLM KNIGH,0.002329554278614692,28,0.00016435702669351517
SIINGARD,0.00279546513433763,28,9.836574215955823e-05
"DEUTSCH, GEN.",0.0026401615157633173,28,0.00013692651977775488
"MCPHEE, LOUIE",0.0031060723714862555,28,0.00019351598674924154
"STRYKER, WILLIS",0.004193197701506445,28,7.986169227955555e-05
"DEVERAUX, INSPECTOR",0.002329554278614692,28,5.490203568650224e-05
STILETTO II/,0.0015530361857431277,28,6.503917566973194e-06
AUTHORITY/,0.0032613759900605686,28,0.00027556717825633835
BACILLUS,0.0009318217114458767,28,2.686634328406974e-05
GAROTTE/,0.0015530361857431277,28,6.503917566973194e-06
TERRAX,0.002174250660040379,28,0.00017783119340558176
PESTILENCE | MUTANT,0.002329554278614692,28,2.8966584250965167e-05
"CASIOLENA, QUEEN",0.0038825904643578196,28,0.00044566728347025596
"HARGROVE, ELIAS",0.002329554278614692,27,0.0001638805900032883
TRITON | MUTANT X-VE,0.004193197701506445,27,1.3722910763116783e-05
MAULER/BRENDAN DOYLE,0.0034166796086348814,27,0.00029328668853984636
"MARIN, DR.",0.0034166796086348814,27,9.43184712844991e-05
RYDER,0.001397732567168815,27,0.00015020863378115476
"STONE, NELSON",0.0018636434228917534,27,6.268030829708452e-05
BLACK BOLT | MUTANT,0.004193197701506445,27,1.3722910763116783e-05
SATANA,0.0024848578971890046,27,0.00014535957163855156
WYRE/,0.0024848578971890046,27,6.81243466310937e-05
KORREK,0.001397732567168815,27,4.6721787277281746e-05
"SABUKI, DR. SAM",0.0018636434228917534,27,0.0002898249877024833
ANCIENT ONE/BARON MO,0.004193197701506445,27,1.3722910763116783e-05
"NEKOBAH, ROMAN",0.003571983227209194,27,0.0003280212196749448
"SENNET, PAMELA",0.0029507687529119427,27,4.181889797259729e-05
SICKLE,0.0029507687529119427,27,0.0002838245204712977
"WHITECLOUD, MICHAEL",0.003727286845783507,27,4.9690679820356815e-05
PSYKLOP,0.00279546513433763,27,0.0005926754882924993
SERSI | MUTANT X-VER,0.004193197701506445,27,1.3722910763116783e-05
FANG III,0.0031060723714862555,27,5.822869134943965e-05
DMITRI,0.0038825904643578196,27,0.0006359568360149026
GORGON | MUTANT X-VE,0.004193197701506445,27,1.3722910763116783e-05
GLAMOUR GIRL/GLORIA,0.004193197701506445,27,0.00018114996843440352
BRANSON,0.0017083398043174407,27,0.0002990930460939854
KARKAS | MUTANT X-VE,0.004193197701506445,27,1.3722910763116783e-05
"KAUR, BENAZIR",0.004193197701506445,27,0.00041950088663676987
REINHOLDT,0.002329554278614692,27,0.0001638805900032883
ISBISA/DR. SANDERSON,0.003571983227209194,27,0.0004082160172999487
"TULLY, DEREK",0.0029507687529119427,27,4.181889797259729e-05
"ANON, LORD",0.004193197701506445,27,7.843538583797412e-05
JAMIL,0.0038825904643578196,27,0.00017255730631413315
ATTRACTIVE LAD/AUNDR,0.004193197701506445,27,0.00018114996843440352
"IRONWOOD, CISSY",0.0031060723714862555,27,0.0004220256688360075
"VERPOORTEN, JOHN",0.003727286845783507,27,0.0002471136121302086
DROMEDAN,0.0029507687529119427,27,0.00010184397371325055
THERMAL MAN,0.002174250660040379,27,0.0002602434784505274
IKARIS | MUTANT X-VE,0.004193197701506445,27,1.3722910763116783e-05
MEDUSA | MUTANT X-VE,0.004193197701506445,27,1.3722910763116783e-05
"RODRIGUEZ, DET. PHIL",0.002174250660040379,27,0.00012151740147022251
RIOT/HEIDI SLATKIN,0.001397732567168815,27,0.00015020863378115476
FORD,0.0015530361857431277,27,9.298851804236732e-05
DICE/ROB FORTUNE,0.001397732567168815,27,0.00015020863378115476
"CARLISLE, JENNA",0.004193197701506445,27,0.00018114996843440352
SHAMAN II,0.0031060723714862555,27,0.00028107560611072876
SALOME,0.0015530361857431277,27,0.00019097208368516129
"PAYGE, REEVA",0.004193197701506445,27,0.00041950088663676987
SERESTUS,0.004193197701506445,27,0.0004817781191068125
HILARY,0.0038825904643578196,27,0.0006359568360149026
CY-PHYRR 4,0.0012424289485945023,27,0.00013750458677454122
"FRANKLIN, JEREMY",0.00279546513433763,27,0.00012320289240552035
DR. VAULT,0.0015530361857431277,27,2.6232921234531502e-05
"WOLFMAN, MARV",0.003727286845783507,27,0.0002471136121302086
MOONSTOMP/,0.001397732567168815,27,0.00015020863378115476
BATTLEAXE II/JEROME,0.003727286845783507,27,0.00013633232693927578
SHOTGUN/ZEKE SALLING,0.003727286845783507,27,0.00013633232693927578
SLUJ,0.002329554278614692,27,8.971853327077808e-05
"EL GIBAR, ACHMED",0.00279546513433763,27,0.0004462788968227419
DARK WIND/KENJI OYAM,0.0026401615157633173,27,0.00025730280870133685
JACK O'DIAMONDS,0.0020189470414660664,27,0.0003214500997193846
"GAMELIN, JOHN T J.T.",0.004037894082932133,27,0.00023923870787169726
SOUL-EATER,0.0031060723714862555,27,0.0001101581868825546
KARNAK | MUTANT X-VE,0.004193197701506445,27,1.3722910763116783e-05
APOSTATE,0.002174250660040379,26,0.000274049340653531
"MARTELL, SHIELD AGEN",0.0020189470414660664,26,0.00020250578142454677
MAINFRAME/IAN WAJLER,0.0029507687529119427,26,1.788087045726919e-05
OCCULUS,0.0015530361857431277,26,0.0007353869057881549
LYLLA,0.001397732567168815,26,4.268963589229044e-05
HUSK/PAIGE GUTHRIE |,0.0024848578971890046,26,6.758974405434267e-05
JOCASTA II,0.001397732567168815,26,0.00044619181813074265
"DOCKERY, RUPERT",0.0018636434228917534,26,0.00014946517064394474
"SHEFFIELD, LEAH",0.004037894082932133,26,0.00024367920488970067
VAGUE/,0.002174250660040379,26,0.00013789447735807942
"CHALIZ, TABRIAZ",0.002329554278614692,26,0.00013340588489122663
MEATMARKET,0.0026401615157633173,26,4.209285043054294e-05
SIR BENEDICT,0.0018636434228917534,26,0.00012241287609225413
BASILISK/BASIL ELKS,0.00279546513433763,26,0.0006303266623551479
"CHALIZ, HAZRAM",0.002329554278614692,26,0.00013340588489122663
DANGOR,0.0015530361857431277,26,0.0007353869057881549
MORLEY,0.0032613759900605686,26,0.0003526755489546178
ESON II,0.004037894082932133,26,5.252128761843924e-05
UNCLE PYKO,0.001397732567168815,26,4.268963589229044e-05
TREMELO/,0.002174250660040379,26,0.00013789447735807942
TOMMY LIGHTNING/,0.0020189470414660664,26,0.00019531229987472426
"FIELDS, TRACI",0.0024848578971890046,26,0.00011214367275828436
OBLITERATOR [ELDER],0.0026401615157633173,26,7.983510654101035e-05
"CARBONE, SALVATORE",0.0010871253300201895,26,1.32810190826319e-05
CAPTAIN WINGS/,0.0020189470414660664,26,0.00019531229987472426
ULTIMATOR/,0.004037894082932133,26,0.0005379519472528421
HOWLER/LUKE GARROW,0.0031060723714862555,26,2.7861903721131436e-06
"WINGFOOT, WYNONA",0.0032613759900605686,26,0.0006456435455722192
DREADFACE,0.0034166796086348814,26,0.0007728749677493592
FROST,0.0024848578971890046,26,9.632846515857709e-05
KATOS,0.0020189470414660664,26,1.3588187468000208e-06
GHOST GIRL/,0.0020189470414660664,26,0.00019531229987472426
CAT KING,0.0029507687529119427,26,0.0005829279436955707
"GOONER, MELVIN",0.001397732567168815,26,0.0003754132914283756
"GARTH, DONNA",0.002329554278614692,26,4.4072500272993625e-05
THUNDERFIST/,0.0020189470414660664,26,0.00019531229987472426
WALRUSS,0.001397732567168815,26,4.268963589229044e-05
"CHALIZ, SHANAZ RAYNA",0.002329554278614692,26,0.00013340588489122663
PICARO/FELIPE,0.003727286845783507,26,0.0004940351190664135
CODY,0.0015530361857431277,26,0.00016938706620928378
JAVITZ,0.00279546513433763,26,0.00023396449542206456
LURKING UNKNOWN,0.0026401615157633173,26,9.457687854004143e-05
"GRIMM, SUE STORM EAR",0.0020189470414660664,26,0.0006839492811051806
CALLISTO | MUTANT X-,0.0026401615157633173,26,2.7203440023225122e-05
ZODIAK/NORMAN HARRIS,0.002329554278614692,26,5.279864744846046e-05
SPIRIT OF '76/WILLIA,0.0020189470414660664,26,0.00019531229987472426
"STRIKER, SAM",0.0024848578971890046,26,9.632846515857709e-05
LOCOMOTIVE BREATH/LA,0.0026401615157633173,26,9.446106551655682e-05
MOLE MAN | MUTANT X-,0.0026401615157633173,26,2.7203440023225122e-05
"JANSON, DR. ANDREA",0.002329554278614692,26,0.00020072596273574785
"STEVENS, MILO",0.0029507687529119427,26,0.00033800139918199263
JUNIPER,0.0020189470414660664,26,1.3588187468000208e-06
"KNUTZ, CINDY",0.0031060723714862555,26,0.0002417395073000614
LANDA,0.0015530361857431277,26,0.000735386905788155
BRIQUETTE/,0.002174250660040379,26,0.00013789447735807942
SHORT CIRCUIT/HENRY,0.0026401615157633173,26,5.8683454223024773e-05
DOMINUS II,0.0017083398043174407,26,0.0006723273508020079
"THOMAS, DR. JOHN",0.0026401615157633173,26,0.0004528468114811792
CONUNDRUM/,0.002329554278614692,26,0.00013340588489122663
KING GEORGE VI,0.0020189470414660664,26,0.00019531229987472426
CANNONBALL/SAM GUTHR,0.0024848578971890046,26,6.758974405434267e-05
"HENDERSHOOT, COLONEL",0.003571983227209194,26,0.00039076331029479135
"CHESNEY, SANFORD",0.004037894082932133,26,0.0005379519472528421
"ROBERTS, CHESS",0.004037894082932133,26,0.00024367920488970067
CAPTAIN BARRACUDA,0.00279546513433763,26,0.0006934449032015032
"BAXTER, ABIGAIL",0.0026401615157633173,26,0.0007374718603203565
XANDU,0.00279546513433763,26,0.0005544399432012726
FLAMBE/,0.002174250660040379,26,0.00013789447735807942
"HANRAHAN, GORDON",0.004037894082932133,26,0.00024367920488970067
"BLAKE, DR. DONALD",0.0032613759900605686,26,0.00012366349932569067
"JAKES, JUDSON",0.001397732567168815,26,4.268963589229044e-05
SHANGA,0.004037894082932133,26,4.187643746177817e-05
"RAVEN, SABBATH II/EL",0.0017083398043174407,26,0.00023534627984770498
"CHALMERS, CYNTHIA",0.0015530361857431277,25,0.00044070343844886405
ISIS,0.002174250660040379,25,0.00022955938889751413
"MURDOCK, MATT | TIME",0.0038825904643578196,25,0.0003555464553620081
AQUARIUS III/,0.0038825904643578196,25,2.5464319144114465e-05
SIROCCO,0.001397732567168815,25,2.9546068735049836e-05
"NACHT, HERR",0.0031060723714862555,25,0.00036524574244542013
OTHER,0.0029507687529119427,25,0.000385892374742971
VESTA,0.0038825904643578196,25,0.00011578218778677856
MASTER LINK/WILLIS H,0.0029507687529119427,25,3.261968599700932e-05
POPE,0.0012424289485945023,25,0.00019422199811372655
"MONTOYA, JULIO",0.0038825904643578196,25,9.31160854912121e-05
DEMOLITION MAN DOPPE,0.0032613759900605686,25,0.00020380101627087946
"MONTOYA, MARIA",0.0038825904643578196,25,9.31160854912121e-05
VOICE,0.0029507687529119427,25,0.0002354710467619871
"CROSSAN, ANNIE",0.002329554278614692,25,0.000188420476667521
CANCER II/,0.0038825904643578196,25,2.5464319144114465e-05
"STARK, MARIA | TIMES",0.0038825904643578196,25,0.0003555464553620081
DAY,0.0020189470414660664,25,2.900770790721409e-05
SCARECROW II,0.0026401615157633173,25,0.00013239613919093125
"MCKENZIE, SCARLETT",0.0017083398043174407,25,0.00025927001950352995
"WALSH, LYNN",0.00279546513433763,25,0.00016508061074673995
"STORM, SUE | TIMESLI",0.0038825904643578196,25,0.0003555464553620081
DOC,0.0026401615157633173,25,2.5908600248247764e-05
"RANDEAU, DR.",0.0034166796086348814,25,9.84797448833205e-05
KAZE,0.0017083398043174407,25,0.00021616786217658175
"RAKIM, SEN. KAMAL",0.0031060723714862555,25,0.00044145100570465933
MISSING LINK II/RAY,0.0029507687529119427,25,3.261968599700932e-05
UPLINK/HECTOR FUENTE,0.0029507687529119427,25,3.261968599700932e-05
"MCELROY, JAMES",0.0032613759900605686,25,0.0006406153193402088
"JARVIS, EDWIN | TIME",0.0038825904643578196,25,0.0003555464553620081
LIBRA IV/,0.0038825904643578196,25,2.5464319144114465e-05
"LITTLETREE, LINDA",0.0010871253300201895,25,2.6503223261815136e-05
"MORAN, KEVIN",0.0010871253300201895,25,0.00011077797772889557
RIOT-ACT/,0.0038825904643578196,25,0.0002061475168568763
RAINBOW,0.0026401615157633173,25,1.6550876738178414e-05
"ATKINSON, MAJ. EDMON",0.0026401615157633173,25,0.00019871258288475615
"ASBERY, SHAMARI",0.00279546513433763,25,9.014666923064149e-05
"PARKER, PETER | TIME",0.0038825904643578196,25,0.0003555464553620081
"TANNER, JACKO",0.0020189470414660664,25,5.18256949316027e-05
CAPRICORN II/,0.0038825904643578196,25,2.5464319144114465e-05
MOONDANCER,0.0038825904643578196,25,0.00015594027803150494
GLOUCESTER,0.0038825904643578196,25,7.159962098989064e-05
KATU,0.0038825904643578196,25,9.795977324375372e-05
ARIES III/,0.0038825904643578196,25,2.5464319144114465e-05
EL CONQUISTADOR,0.0012424289485945023,25,0.0005159731430990118
GORGEOUS GEORGE,0.0024848578971890046,25,0.00012729629894048776
"MCCALL, MEREDITH | T",0.0038825904643578196,25,0.0003555464553620081
VEIL,0.001397732567168815,25,2.9546068735049836e-05
SOLAR WIND,0.0038825904643578196,25,0.00015594027803150494
"PHIM, FATHER",0.003571983227209194,25,0.0002373177374087485
SOUL MAN/FATHER JASO,0.0024848578971890046,25,0.00011188184645215452
SQUIRE/,0.0038825904643578196,25,0.0002061475168568763
BLACK RAAZER/,0.001397732567168815,25,2.9546068735049836e-05
"STANFORD, DWIGHT ROL",0.003571983227209194,25,0.00047275835439435445
"PARKER, MAY | TIMESL",0.0038825904643578196,25,0.0003555464553620081
KAMINARI,0.0017083398043174407,25,0.00021616786217658175
DR. DOOM | TIMESLIDE,0.0038825904643578196,25,0.0003555464553620081
"ANUBAR, ANWAR",0.0031060723714862555,25,0.00015879745856598704
"MUNROE, N'DARE",0.00279546513433763,25,0.00039548924960763193
AMINEDI,0.001397732567168815,25,2.9546068735049836e-05
EXECUTIONER III/BRUT,0.00279546513433763,25,0.00033461519745317075
ONSLAUGHT,0.0038825904643578196,25,0.00015594027803150494
WEAK LINK/ERNIE MILL,0.0029507687529119427,25,3.261968599700932e-05
TARTARUS,0.0031060723714862555,25,0.0002018852151443746
VOYAGER,0.0038825904643578196,25,0.00015594027803150494
"LUMPKIN, WILLIE | TI",0.0038825904643578196,25,0.0003555464553620081
LEO II/,0.0038825904643578196,25,2.5464319144114465e-05
"DEPAUL, SHIELD SPECI",0.00279546513433763,25,9.014666923064149e-05
JAVELIN/DARIN,0.0026401615157633173,25,1.6550876738178414e-05
"VILLA-LOBOS, GETULIO",0.0026401615157633173,25,5.8580652954934863e-05
MATADOR/MANUEL ELOGA,0.0031060723714862555,25,0.00011958841751050191
LONGBOW/AMELIA GREER,0.003571983227209194,25,0.00014070226996082695
ZEY-ROGG,0.0029507687529119427,25,3.8323097876185935e-05
PROWLER III/RICK LAW,0.002174250660040379,25,0.00014590496757798763
INAZUMA,0.0017083398043174407,25,0.00021616786217658175
"STARK, HOWARD | TIME",0.0038825904643578196,25,0.0003555464553620081
"GRIMM, BEN | TIMESLI",0.0038825904643578196,25,0.0003555464553620081
"ELLENTHORPE, MARIAH",0.0029507687529119427,24,0.00018644867328828887
FIREFALL/KARAS,0.0032613759900605686,24,1.0875385127949809e-05
LOCKDOWN,0.002329554278614692,24,0.0004423544116574986
UATU | MUTANT X-VERS,0.003727286845783507,24,1.3785302836297512e-05
"TAKIMOTO, RON",0.0029507687529119427,24,7.82834417650833e-05
"SANDOVAL, JULIANA",0.0032613759900605686,24,0.00010388353059542343
"LEVINE, ABBY",0.003727286845783507,24,9.464206414831702e-05
"PARKER, MAY III",0.003727286845783507,24,0.00010262368855538583
HOWLER II/ZED,0.0020189470414660664,24,0.00044161654235239014
MUSTANG/,0.0017083398043174407,24,0.0004349447546021696
"TINKER, SHEA",0.0024848578971890046,24,0.000152765884659927
OSHIMA,0.0012424289485945023,24,1.1996944415608046e-05
"QUINN, MR.",0.0020189470414660664,24,0.00044161654235239014
REVERB,0.003727286845783507,24,0.00033665563101735436
"CONOVER, REV. WILLIA",0.0020189470414660664,24,0.00031514681909146765
"KREIGER, SIMON",0.0031060723714862555,24,0.00023979509200578966
"REEVES, MAJOR",0.0020189470414660664,24,0.0005458435743329689
KINLAN KARTH KITH,0.002174250660040379,24,2.0497170018173087e-05
DAVIDOFF,0.0018636434228917534,24,0.00013792598894312442
HUMAN ROBOT,0.0017083398043174407,24,0.00043714961267463505
"LONGBOW, DESIREE",0.0020189470414660664,24,0.0004416165423523902
"SCICLUNA, MICHELE",0.0026401615157633173,24,0.00013865371803848384
DR. DOOM DOPPELGANGE,0.002174250660040379,24,0.0001723367588801978
"RYKER, LUCY",0.001397732567168815,24,0.00012929732539151953
"KENNEDY, LOUISE",0.0015530361857431277,24,8.298991352844102e-06
SELENE | MUTANT X-VE,0.003727286845783507,24,1.3785302836297512e-05
THREADGOLD,0.0026401615157633173,24,0.00013865371803848384
"KINCAID, MOSES",0.0020189470414660664,24,0.00044161654235239014
"ZAMORA, PETE",0.0020189470414660664,24,0.0006392033142628116
SVYATOGOR/SASHA POKR,0.0020189470414660664,24,0.00047448727924662425
"KAISHEK, KIA",0.0012424289485945023,24,0.0001405548763544183
DR. VOLKH/VLADIMIR O,0.0020189470414660664,24,0.00047448727924662425
JOHNNY APPLESEED/JON,0.003727286845783507,24,0.0005144464574396566
EVERWRAITH/,0.0012424289485945023,24,1.1996944415608046e-05
"HENRY, JOHN",0.003727286845783507,24,0.0005144464574396566
LOOP,0.002329554278614692,24,6.549448271339375e-05
GORILLA-MAN,0.0017083398043174407,24,0.00043714961267463505
"BRYCE, ARCHER",0.0020189470414660664,24,0.00015639839257335463
"QUINN, MIRANDA/M'RYN",0.0020189470414660664,24,0.0004416165423523902
BOGATYR/MIKULA GOLUB,0.0020189470414660664,24,0.00047448727924662425
"WILSON, DUBOSE",0.0007765180928715639,24,1.0955096078572323e-05
"TSKAROV, GENERAL",0.0018636434228917534,24,0.00013792598894312442
"CONTRARES, ANASTASIA",0.0020189470414660664,24,0.00044161654235239014
"O'CONNOR, A.C. ACE",0.0018636434228917534,24,1.47337906755293e-05
WIDOW-MAKER,0.003727286845783507,24,0.0005144464574396566
"ROTH, DR. GERALD",0.0015530361857431277,24,0.0001772108787648186
"KAPPELBAUM, MRS.",0.003727286845783507,24,0.00011922845159043
UNCLE SAM,0.003727286845783507,24,0.0005144464574396567
"FEIFFER, DEPUTY BEAU",0.0020189470414660664,24,0.00044161654235239014
FATHER TIME,0.003727286845783507,24,0.0005144464574396567
ROSETTA STONE,0.002329554278614692,24,0.0004423544116574986
BIRDY,0.0032613759900605686,24,0.00018150098757494087
"STEPHANAPOULUS, COSM",0.0029507687529119427,24,0.00018644867328828887
MELONIE,0.0020189470414660664,24,8.910211088993188e-05
VENUS II,0.0017083398043174407,24,0.00043714961267463505
"CONOVER, HANNAH",0.0020189470414660664,24,0.00031514681909146765
"TANNEN, VINCENT",0.0015530361857431277,24,8.2989913528441e-06
PRINCE BAYAN,0.0034166796086348814,24,0.000311971683447457
SMASHER II,0.0015530361857431277,24,0.0002172064488575973
"PARKER, MAY II",0.003727286845783507,24,9.464206414831704e-05
"VINCENT, DANNY",0.00279546513433763,24,0.00027016289912167946
UNBEING/BILLY BETELH,0.0034166796086348814,24,9.366795875462752e-05
"TAKACHIHO, MRS.",0.0012424289485945023,24,1.1996944415608046e-05
"JOSTEN, LINDY",0.003727286845783507,24,0.0004952253717210445
"BUNYAN, PAUL",0.003727286845783507,24,0.0005144464574396567
SANDMAN DOPPELGANGER,0.002174250660040379,24,0.00017233675888019773
MORNING STAR/ZVEZDA,0.0020189470414660664,24,0.00047448727924662425
PECOS BILL,0.003727286845783507,24,0.0005144464574396567
CATWALK/KIMBERLY DEE,0.001397732567168815,24,0.0001500982638178804
"RAVEN, MATTHEW",0.0015530361857431277,24,8.2989913528441e-06
BLACKWULF,0.0017083398043174407,24,5.9360098675711835e-05
"POWELL, AMY",0.0020189470414660664,24,0.00015639839257335463
GABRIEL III,0.0015530361857431277,24,0.00014245494408386436
"BERNSTEIN, EMMA WEBS",0.0017083398043174407,24,4.1049080870100465e-05
JUNCTION,0.003571983227209194,23,0.00014509877447549036
"JZEMLICO, WARDEN",0.003571983227209194,23,9.873914032100019e-05
"DELAZNY, CHARLES L.",0.0018636434228917534,23,0.0001216101054940759
DONAR,0.0024848578971890046,23,0.0002532112363475149
THUNDERHEAD/,0.0020189470414660664,23,8.207724896040385e-05
STYX/JACOB EICHORN,0.0018636434228917534,23,0.0001730426287356779
SHADOWKNIGHT/RANDALL,0.001397732567168815,23,6.879143069319217e-05
"SEWARD, JANE",0.001397732567168815,23,2.8710567863377773e-06
DR. SPECTRUM III/REV,0.003571983227209194,23,0.0006149846460130747
DEAD HEAD/,0.0020189470414660664,23,8.207724896040385e-05
DIGGER II/,0.0029507687529119427,23,7.576501615509858e-05
OUTRIDER/OCLIN UWIR,0.0024848578971890046,23,2.522795883262335e-05
"WANG, LI",0.0015530361857431277,23,0.00033988299733812876
"REILLY, MAVIS",0.003571983227209194,23,0.00026502908723678226
RAZORBLADE II/,0.0006212144742972511,23,1.26711083637613e-05
"SCANLON, COMMANDER",0.0020189470414660664,23,4.9203693802132414e-05
"MANH, COY TRANH",0.0029507687529119427,23,0.0004358377070865419
"JONES, AUGUSTINE",0.0026401615157633173,23,0.00031005345338466414
BRUNNHILDE/MCM-XLI (,0.0024848578971890046,23,0.0002532112363475149
ERIC THE RED II,0.003571983227209194,23,0.00031467278384681715
COACH,0.0031060723714862555,23,8.373981992483098e-05
DOOP,0.0031060723714862555,23,8.373981992483098e-05
"MCKENZIE, LEONARD",0.0009318217114458767,23,0.00027215394955775336
AUTOLYCUS,0.0015530361857431277,23,0.00012008761364134487
SPOT/,0.002329554278614692,23,0.00011179654592092028
NECROMANCER/DR. STEP,0.0026401615157633173,23,0.0002735654096244497
PRIME MOVER,0.0034166796086348814,23,0.00014923812429362015
CRIMSON DAFFODIL,0.002329554278614692,23,1.749454205795786e-05
SNAKE-EYES,0.0034166796086348814,23,0.0002551936052002644
"STONE, MEG",0.003571983227209194,23,0.00013894925844205254
MOON WOLF/,0.002329554278614692,23,0.00037626213783911337
"BRAITHWAITE, JUDGE R",0.0031060723714862555,23,7.958208165686975e-05
HAYDEN,0.0020189470414660664,23,1.3845197836594988e-05
"TOLLIVER, SHERIFF JO",0.0024848578971890046,23,0.0004959016449221021
S'LAR,0.0031060723714862555,23,0.00026237902874344857
FROH,0.0024848578971890046,23,0.0002532112363475149
ANAIS,0.0012424289485945023,23,0.000294899480713985
U-GO GIRL/EDIE,0.0031060723714862555,23,8.373981992483098e-05
"MURPHY, MELISSA",0.002329554278614692,23,0.00037626213783911337
HAZARD/CARTER RYKING,0.002329554278614692,23,0.0003916617626454194
MANIPULATOR II,0.003571983227209194,23,0.00026502908723678226
"LARROCA, SALVADORE",0.003571983227209194,23,0.0005211678192341965
"BROOKS, ANNA",0.001397732567168815,23,0.0003094669051138821
"THULE, GEN.",0.0018636434228917534,23,8.031106180204509e-05
VISE/,0.0020189470414660664,23,4.9203693802132414e-05
CRIME-MASTER/NICK LU,0.0029507687529119427,23,0.00014891971846208365
"BURRTHROP, T. BARTON",0.003571983227209194,23,0.00013894925844205254
JOVAN,0.003571983227209194,23,8.560129378179722e-05
"DONOHUE, TREVOR",0.002329554278614692,23,0.0002899030476741073
"ESTAVES, DR. ROSA",0.0015530361857431277,23,1.7019371004072293e-05
RAT,0.0020189470414660664,23,4.179389739951958e-05
"CHUNG, LAO WEI",0.003571983227209194,23,0.00032765926845417306
"SEWARD, DR. CHARLES",0.001397732567168815,23,2.8710567863377773e-06
BOULDER/,0.0029507687529119427,23,7.576501615509858e-05
TIAMAT,0.0015530361857431277,23,0.00021626178522228908
ANARCHIST/TIKE ALICA,0.0031060723714862555,23,8.373981992483098e-05
WATER WITCH/,0.0029507687529119427,23,7.576501615509858e-05
"SEWARD, ANNE",0.001397732567168815,23,2.8710567863377773e-06
SCUZZ,0.0006212144742972511,23,1.26711083637613e-05
"FURY, DAWN",0.003571983227209194,23,0.0004052202886837748
"WEISMAN, DR.",0.002174250660040379,23,0.00012566331018436689
NIMROD III,0.002174250660040379,23,7.737005157369634e-05
STONE II,0.0018636434228917534,23,0.00017304262873567793
"GERHARDT, JOSEPH HEI",0.0015530361857431277,23,3.3091634175359394e-05
LOGA,0.0024848578971890046,23,0.0002532112363475149
BUEL,0.002174250660040379,23,0.00017105913709960957
W'KANDRO,0.003571983227209194,23,0.00013894925844205254
CATHODE/,0.002174250660040379,23,1.2837080576704003e-05
"SEWARD, ELISABETH",0.001397732567168815,23,2.8710567863377773e-06
ABCISSA,0.002329554278614692,23,0.00027081749195786964
ASMODEUS,0.0020189470414660664,23,0.00015498498647206757
MAX II,0.0017083398043174407,23,0.00016773802746952718
GOMURR,0.001397732567168815,23,0.0003913294510726393
"BUMPO, MR.",0.0012424289485945023,23,5.7841632763929e-06
"REYNOLDS, KATHERINE",0.0015530361857431277,23,0.00014926061406261195
"WALSH, CAPT. ALEXAND",0.0012424289485945023,23,7.660329054652847e-05
EARTH-LORD/KYLE BROC,0.0032613759900605686,23,6.697381343508816e-05
WIND-WARRIOR/PAMELA,0.0032613759900605686,23,6.697381343508816e-05
"BLACKSHEAR, JONAS",0.002329554278614692,23,5.137140120593182e-05
"SHARP, TRINA",0.0012424289485945023,22,0.000176750675597948
COGGER,0.0018636434228917534,22,7.277422920928583e-05
